date,title,description,stock_group
2023-01-26,Sống trong nhà thông minh,"Hà Nội- Thiết bị thông minh cho phép anh Minh điều khiển mọi thứ trong nhà từ bật công tắc điện hay mở cửa, máy lạnh... ngay cả khi gia chủ đi vắng.",VIC
2023-02-01,Đảng Cộng sản Việt Nam tròn 93 tuổi và Tầm nhìn 2045 từ các phía,Một số thách thức cho Đảng Cộng sản Việt Nam được nêu ra nhân dịp đảng này 93 tuổi.,VIC
2023-02-01,Việt Nam treo thưởng 1 triệu đô cho huy chương Vàng Olympic,Mỗi vận động viên Việt Nam giành được huy chương vàng tại Thế vận hội mùa hè ở Paris vào năm sau sẽ được thưởng đến một triệu đô la Mỹ theo một thỏa thuận giữa Ủy ban Olympic Việt Nam và nhà tài trợ vừa được báo chí trong nước loan báo.,VIC
2023-02-01,Ứng dụng Content Marketing vào quá trình ứng tuyển: Bí quyết tăng khả năng nhận việc trong thị trường cạnh tranh,"Trước bối cảnh khó khăn của nền kinh tế và sự cạnh tranh gay gắt của thị trường việc làm, các nhân sự ngành quảng cáo buộc phải có những bước chuẩn bị giúp b...| Advertising Vietnam",VIC
2023-02-03,"Baldwin, Brandon Lee, Fantozzi: quando il cinema diventa un reato","Non solo ""Rust"": la storia del cinema è piena di vicende di omicidi o incidenti colposi e guai giudiziari. Dalla morte di Brandon Lee all'uccisione della tartaruga in ""Cannibal Holocaust""",VIC
2023-02-03,Partial validation of a TaqMan quantitative polymerase chain reaction for the detection of the three genotypes of Infectious spleen and kidney necrosis virus,"Megalocytiviruses (MCVs) are double-stranded DNA viruses known to infect important freshwater and marine fish species in the aquaculture, food, and ornamental fish industries worldwide. Infectious spleen and kidney necrosis virus (ISKNV) is the type species w…",VIC
2023-01-14,Om duimen en vingers bij af te likken: deze 23 culinaire nieuwkomers verdienen in 2023 een plek op uw radar,Begint u het weekend graag met een koffie en zuurdesemcroissant van de nieuwste bakkerij om de hoek? Kijkt u uit naar een lang op voorhand gereserv...,VIC
2023-01-20,2023 – năm của ‘vận mệnh tương quan’?,Việt Nam cũng đề cập đến sự kiện ông Tập Cận Bình và ông Nguyễn Phú Trọng trao đổi Thư chúc Tết nhưng việc lược thuật nội dung Thư chúc Tết của ông Tập Cận Bình có... khác với truyền thông Trung Quốc.,VIC
2023-01-20,Lần đầu tiên Little Saigon có Phố Hoa ngày Tết,"Lần đầu tiên cộng đồng người Việt ở Mỹ dựng phố hoa vào ngày Tết để gìn giữ nét văn hóa truyền thống của người Việt Nam cũng như tạo thêm điểm nhấn vui chơi cho người dân trong dịp Tết Quý Mão, các nhà tổ chức chương trình cho biết.",VIC
2023-01-20,5 xu hướng marketing trong năm 2023: Trải nghiệm người dùng là ưu tiên hàng đầu,Sự thay đổi liên tục trong hành vi người tiêu dùng đòi hỏi các marketer phải liên tục thích nghi và nắm bắt những xu thế của thời đại. Điều này nhằm tạo nên ...| Advertising Vietnam,VIC
2023-01-20,"Đồng yen mất giá kỷ lục, FPT Việt Nam vẫn thắng lớn",Tập đoàn công nghệ Việt Nam FPT vượt sóng gió ở thị trường Nhật Bản khi đồng yen (JPY) mất giá kỷ lục năm 2022.,VIC
2023-01-22,Thiết kế Việt thăng hoa trên trường quốc tế,"Các thiết kế Việt ngày càng được nhiều ngôi sao và khách nước ngoài chọn, cho thấy sự phát triển mạnh mẽ của thời trang trong nước.",VIC
2023-01-17,"‘Hồng phúc’ từ những... ‘chị’... Trang, ‘anh’ Triết,...","Dẫu cha, chú của các “anh”, các “chị” như “anh” Triết, “anh” Nghị, “anh” Anh, “chị” Trang... không thể trả lời câu hỏi làm sao và lúc nào công cuộc xây dựng CNXH ở Việt Nam hoàn tất song họ...",VIC
2023-02-08,Nửa thế kỷ cải tạo làm cạn kiệt tài nguyên một ĐBSCL đang chết dần,"Kế hoạch phát triển nào thì cũng phải tính tới cái giá môi sinh phải trả – environmental costs, đối với sức khỏe của người dân và cả trên nguồn tài nguyên lâu dài của đất nước.",VIC
2023-01-29,Vietnam attends fifth International Conference For World Balance,A Vietnamese delegation led by deputy head of the National Assembly’s Committee for External Affairs Le Anh Tuan attended the fifth International Conference For World Balance in Havana on January 24-28.,VIC
2023-01-18,AFC On The Road - Vietnam,Vietnam is the key beneficiary in Asia of shifting supply chains. Tourism should make a strong comeback in 2023 as China re-opens.,VCB
2023-01-26,FM: Wagons East As The Frontier Beckons,iShares MSCI Frontier and Select EM ETF (FM) tracks an index of frontier markets. Read more on the ETF here.,VCB
2023-01-21,Cổ phiếu Hòa Phát hút tiền nhà đầu tư ngoại,Giá chạm đáy hai năm trong khi triển vọng tăng trưởng dài hạn tích cực giúp HPG hút mạnh vốn của các quỹ đầu tư nước ngoài từ tháng 11 năm ngoái đến nay.,HPG
2023-02-08,"Hoa Phat : supplied 402,000 tons of steel in January","(marketscreener.com) 
 In January 2023, Hoa Phat Group produced 392,000 tons of crude steel, equivalent to 56% compared to the same period in 2022. Sales volume of construction steel, billet and hot rolled coil reached 402,000 tons, representing 64 % compared…",HPG
2023-01-16,VN-Index hits 6-week high - VnExpress International,"Vietnam’s benchmark VN-Index rose 0.61% to 1066.68 points Monday, highest since December 5.",HPG
2023-01-12,VN-Index continues sideways - VnExpress International,"Vietnam’s benchmark VN-Index rose 0.06% to 1,056.39 points Thursday, having gone sideways since January 3.",HPG
2023-01-27,VN-Index secures 8-session winning streak - VnExpress International,Vietnam’s benchmark VN-Index rose 0.81 percent to 1117.1 points Friday in its eighth straight session gaining.,HPG
2023-01-31,Steel makers witness hardships in Q4/2022,Steel companies witnessed hardships in the fourth quarter of 2022 with many big players suffering losses.,HPG
2023-01-20,GOP’s Hung Cao Mulls U.S. Senate Bid in Virginia,"Hung Cao, who ran for Congress in northern Virginia last year, is considering running for the U.S. Senate against Sen. Tim Kaine (D-VA), sources familiar with the matter told Breitbart News.",BID
2023-01-20,"As Southeast Asia Emerges As A Capital Markets Contender, Vietnam Primes Growing Digital Companies For Global IPO Market",Southeast Asia remains the next frontier for growth companies. Singapore is well on its way and Vietnam is the next region to pop. Opportunities abound for expansive opportunities for Asian based companies and U.S. investors.,BID
2023-02-07,Can he make case for 4 more years?,WASHINGTON (AP) — This should be a high point of Joe Biden's presidency. He's repeatedly beaten the odds with a string of legislative accomplishments  and a historically strong midterm election where Democrats held the line  against Republicans.,BID
2023-02-07,Analysis: Can Biden make his case for four more years?,Joe Biden's State of the Union address comes at a crucial moment for his presidency,BID
2023-02-07,Analysis: Can Biden make his case for four more years?,WASHINGTON (AP) — This should be a high point of Joe Biden’s presidency. He’s repeatedly beaten the odds with a string of legislative accomplishments ...,BID
2023-02-07,Analysis: Can Biden Make His Case for Four More Years?,WASHINGTON (AP) — This should be a high point of Joe Biden’s presidency. He’s repeatedly beaten the odds with a string of legislative accomplishments and a historically strong midterm election where Democrats held the line against Republicans. His steadfast s…,BID
2023-02-07,"Mauritius: India-Mauritius relations - Has it always been ""willing subordination""?","[L'Express] Diplomats and academics have termed the relationship between India and Mauritius as one of ""willing subordination"". Has this always been so? The evolution of the relationship between New Delhi and Port-Louis shows how India's role in Mauritius has…",BID
2023-02-07,Analysis: Can Biden make his case for four more years?,Joe Biden's State of the Union address comes at a crucial moment for his presidency,BID
2023-02-07,A Tale of Three Cities. U.S. Hypocrisy and Joe Biden’s “Rules Based International Order”. Philip Giraldi,"All Global Research articles can be read in 51 languages by activating the Translate Website button below the author’s name.
To receive Global Research’s Daily Newsletter (selected articles), click here.
Follow us on Instagram and Twitter and subscribe to …
T…",BID
2023-01-26,An anti-graft drive brings down Vietnam’s president,The crackdown on corruption is also a serious reform effort,BID
2023-01-26,"Victor Navasky, Campaign Manager","John Nichols

One of the former Nation editor and publisher’s greatest escapades came in 1974, when he ran former attorney general Ramsey Clark’s bid for the US Senate.
The post Victor Navasky, Campaign Manager appeared first on The Nation.",BID
2023-01-26,Douglas MacArthur (1880),"MacArthur is a major figure in US military and diplomatic history. He commanded a brigade in France during World War I and was commander of the Philippine military establishment in the late 1930s, but he is best remembered for the vital role he played in the …",BID
2023-01-15,Thais gain edge in fight for Asean crown,Two away goals in the first leg of the AFF Mitsubishi Electric Cup 2022 final on Friday night in Hanoi have given Thailand a slender advantage in their bid to become back-to-back champions.,BID
2023-01-15,Thai enterprises spend more on software amid growing digitalisation,"The majority of software spending in Thailand during the first half of 2022 went into applications followed by infrastructure software and development tools, according to IDC",BID
2023-01-15,New Superintendent Tony Watlington Is Here to Transform Philly Schools,"Tony Watlington wasn’t naive. He knew about the challenges. “The issues with facilities, asbestos, clean water — none of those surprised me,” he says. These […]",BID
2023-01-13,Thailand get vital away goals in Hanoi,HANOI: Two away goals ensure Thailand hold a slender advantage in their bid to become back-to-back champions after a thrilling 2-2 draw in the first leg of the Asean Football Federation final on Friday night.,BID
2023-01-13,"The Pacific pact is a boon for Britain, and a big threat to EU trade supremacy","The Pacific pact is a boon for Britain, and a big threat to EU trade supremacytelegraph.co.uk",BID
2023-02-03,Pedophile pop star Gary Glitter released from jail after serving half his sentence,The disgraced English pop star and convicted pedophile served just half of his 16-year sentence.,BID
2023-02-03,This Is “The Mule” – The US Military’s Pint-Sized 4×4,"Officially named the “M274 Truck Platform Utility 1⁄2 Ton,” this vehicle was quickly given the vastly simpler nickname “Mule” due to its appearance and...
The post This Is “The Mule” – The US Military’s Pint-Sized 4×4 appeared first on Silodrome.",BID
2023-02-03,"What’s up with… BT and Azure, Telecom Italia, Ofcom and Openreach",Azure is the destination for BT’s latest migration to the public cloud Telecom Italia (TIM) sets date for KKR bid decisionOfcom sees no problems with Openreach…,BID
2023-02-03,New bidding launched to find Long Thanh airport builder,The investor of the Long Thanh Airport project has launched a second bidding invitation to find a contractor ready to build the facility's passenger terminal after a false start last year.,BID
2023-02-02,How the Words Candidates Use Affect Their Campaigns,Was the Pennsylvania senate race decided by...vegetables?,BID
2023-02-02,How to Grow an App to 7-Figures by App Marketing by App Masters,"Steve's been kidnapped!  
And his ransom is $1M! 
So Steve contacted his friend, Alon Waller, from Bluethrone and asked him to host an EMERGENCY App Masters show in which you guys and he will grow an app valuation to $1M
Get your app audited: http://www.appma…",BID
2023-01-12,Investment Bank ARC Group Acquires Scandinavian Management Consultancy Asia Perspective in Bid to Solidify Position as Global Leader in Cross-Border M&A Between Asian and Western Markets,"SHANGHAI, Jan. 12, 2023 (GLOBE NEWSWIRE) -- ARC Group is an international investment bank and financial services firm headquartered in Shanghai. Established ...",BID
2023-01-12,Shocking truth about Anthony Albanese's selfie with Dan Andrews,"Billionaire trucking boss Lindsay Fox hosted Anthony Albanese and Dan Andrews at his sprawling clifftop mansion in Portsea, near Melbourne.",BID
2023-01-12,"AP photographer Jack Smith, who shot Mount St. Helens, dies","Jack Smith, an Associated Press photographer who captured unforgettable shots of the eruption of Mount St. Helens, the Exxon-Valdez oil spill and the Olympics during his 35-year career with the news organization, has died",BID
2023-01-12,Investment Bank ARC Group Acquires Scandinavian Management Consultancy Asia Perspective in Bid to Solidify Position as Global Leader in Cross-Border M&A Between Asian and Western Markets,"SHANGHAI, Jan. 12, 2023 (GLOBE NEWSWIRE) -- ARC Group is an international investment bank and financial services firm headquartered in Shanghai. Established in 2015, ARC Group is a global leader in SPAC and IPO advisory. In 2022, the firm was ranked no.1 in D…",BID
2023-01-12,"AP photographer Jack Smith, who shot Mount St. Helens, dies","SEATTLE (AP) — Jack Smith, an Associated Press photographer who captured unforgettable shots of the eruption of Mount St. Helens, the Exxon-Valdez oil...",BID
2023-01-12,Tata Group Makes Bid to Become India’s First Domestic iPhone Manufacturer,"Tata Group, India’s largest multinational conglomerate, is reportedly in talks with Taiwan’s Wistron Corporation to purchase the latter’s $600 million iPhone manufacturing plant in Karnataka, India.",BID
